도서명,저자,출판사,장르(KDC),1순위_장르보정점수,2순위_지역특화점수,3순위_AI체급점수,🔥최종종합점수,AI분석소평
역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집 ,자청 지음,웅진씽크빅,300번대,70.4,38.5,90.3,68.8,전국구 베스트셀러 작가(자청 지음)의 신작입니다. 출판 이력이 있는 출판사(웅진씽크빅)입니다.
돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),300번대,70.4,38.5,90.1,68.7,전국구 베스트셀러 작가(김승호)의 신작입니다. 대표 출판사(Snowfox(스노우폭스북스))의 수매 신뢰도가 높습니다.
"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학 ",손웅정 지음,수오서재,600번대,71.0,41.7,86.9,68.6,전국구 베스트셀러 작가(손웅정 지음)의 신작입니다. 출판 이력이 있는 출판사(수오서재)입니다.
"총, 균, 쇠 :무기·병균·금속은 인류의 운명을 어떻게 바꿨는가 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상사,300번대,70.4,38.5,89.6,68.5,전국구 베스트셀러 작가(재레드 다이아몬드 지음)의 신작입니다. 대표 출판사(문학사상사)의 수매 신뢰도가 높습니다.
사장학개론 ,지은이: 김승호,스노우폭스북스,300번대,70.4,38.5,89.4,68.4,전국구 베스트셀러 작가(김승호)의 신작입니다. 대표 출판사(스노우폭스북스)의 수매 신뢰도가 높습니다.
"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ",앤절라 더크워스 지음 ;김미정 옮김,비즈니스북스,300번대,70.4,38.5,88.9,68.2,전국구 베스트셀러 작가(앤절라 더크워스 지음)의 신작입니다. 출판 이력이 있는 출판사(비즈니스북스)입니다.
"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘 ",앤절라 더크워스 지음 ;김미정 옮김,비즈니스북스,300번대,70.4,38.5,88.9,68.2,전국구 베스트셀러 작가(앤절라 더크워스 지음)의 신작입니다. 출판 이력이 있는 출판사(비즈니스북스)입니다.
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,300번대,70.4,38.5,88.6,68.1,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,300번대,70.4,38.5,88.6,68.1,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
돈의 심리학 :당신은 왜 부자가 되지 못했는가 ,모건 하우절 지음 ;이지연 옮김,인플루엔셜,300번대,70.4,38.5,88.7,68.1,전국구 베스트셀러 작가(모건 하우절 지음)의 신작입니다. 출판 이력이 있는 출판사(인플루엔셜)입니다.
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,300번대,70.4,38.5,88.6,68.1,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,300번대,70.4,38.5,88.6,68.1,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,300번대,70.4,38.5,88.6,68.1,전국구 베스트셀러 작가(흔한남매)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
무의식은 어떻게 나를 설계하는가 :나를 살리기도 망치기도 하는 머릿속 독재자 ,데이비드 이글먼 지음 ;김승욱 옮김,RHK(알에이치코리아),500번대,75.0,54.7,72.9,68.1,대출 실적이 있는 저자(데이비드 이글먼 지음)입니다. 출판 이력이 있는 출판사(RHK(알에이치코리아))입니다.
완전 배출 :채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가 ,조승우 지음,사이몬북스,500번대,75.0,54.7,72.1,67.8,대출 실적이 있는 저자(조승우 지음)입니다. 출판 이력이 있는 출판사(사이몬북스)입니다.
국어 잘하는 아이가 이깁니다 :'갓민애' 교수의 초등 국어 달인 만들기 ,나민애 지음,김영사,300번대,70.4,38.5,87.9,67.8,전국구 베스트셀러 작가(나민애 지음)의 신작입니다. 출판 이력이 있는 출판사(김영사)입니다.
"총, 균, 쇠 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상,300번대,70.4,38.5,87.9,67.8,전국구 베스트셀러 작가(재레드 다이아몬드 지음)의 신작입니다. 대표 출판사(문학사상)의 수매 신뢰도가 높습니다.
세금 내는 아이들 ,옥효진 글 ;김미연 그림,한경BP,300번대,70.4,38.5,87.6,67.7,전국구 베스트셀러 작가(옥효진 김미연 그림)의 신작입니다. 출판 이력이 있는 출판사(한경BP)입니다.
부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ,브라운스톤 지음,Openmind(오픈마인드),300번대,70.4,38.5,87.4,67.6,전국구 베스트셀러 작가(브라운스톤 지음)의 신작입니다. 대표 출판사(Openmind(오픈마인드))의 수매 신뢰도가 높습니다.
(처음부터 시작하는) 주식투자 단타전략 =Stock investment ,홍인기 지음,길벗,300번대,70.4,38.5,87.2,67.6,전국구 베스트셀러 작가(홍인기 지음)의 신작입니다. 출판 이력이 있는 출판사(길벗)입니다.
요리를 한다는 것 ,지은이: 최강록,클,500번대,75.0,54.7,71.8,67.6,대출 실적이 있는 저자(최강록)입니다. 출판 이력이 있는 출판사(클)입니다.
돈은 좋지만 재테크는 겁나는 너에게 ,뿅글이 지음,첨단,300번대,70.4,38.5,87.0,67.5,전국구 베스트셀러 작가(뿅글이 지음)의 신작입니다. 출판 이력이 있는 출판사(첨단)입니다.
방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ,조원재 지음,백도씨,600번대,71.0,41.7,84.1,67.4,전국구 베스트셀러 작가(조원재 지음)의 신작입니다. 출판 이력이 있는 출판사(백도씨)입니다.
"생각하라 그리고 부자가 되어라 :나폴레온 힐, 부와 성공의 원칙 ",나폴레온 힐 지음 ;이한이 옮김,반니,300번대,70.4,38.5,86.4,67.2,전국구 베스트셀러 작가(나폴레온 힐 지음)의 신작입니다. 대표 출판사(반니)의 수매 신뢰도가 높습니다.
언스크립티드 :부의 추월차선 완결판 ,엠제이 드마코 지음 ;안시열 옮김,토트,300번대,70.4,38.5,86.2,67.1,전국구 베스트셀러 작가(엠제이 드마코 지음)의 신작입니다. 대표 출판사(토트)의 수매 신뢰도가 높습니다.
불안 ,알랭 드 보통 저 ;정영목 옮김,은행나무,300번대,70.4,38.5,86.2,67.1,전국구 베스트셀러 작가(알랭 드 보통 저)의 신작입니다. 대표 출판사(은행나무)의 수매 신뢰도가 높습니다.
1%를 읽는 힘 :세상의 정보를 연결해서 기회를 포작하는 생각 혁신 ,메르 지음,토네이도미디어그룹,300번대,70.4,38.5,86.2,67.1,전국구 베스트셀러 작가(메르 지음)의 신작입니다. 출판 이력이 있는 출판사(토네이도미디어그룹)입니다.
"10대를 위한 총균쇠 수업 :gun, germs, and steel ",김정진 지음,넥스트씨,300번대,70.4,38.5,85.9,67.0,전국구 베스트셀러 작가(김정진 지음)의 신작입니다. 출판 이력이 있는 출판사(넥스트씨)입니다.
불안 세대 :디지털 세계는 우리 아이들을 어떻게 병들게 하는가 ,조너선 하이트 지음 ;이충호 옮김,웅진씽크빅,300번대,70.4,38.5,85.7,67.0,전국구 베스트셀러 작가(조너선 하이트 지음)의 신작입니다. 출판 이력이 있는 출판사(웅진씽크빅)입니다.
브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드 ,피터 나바로 지음 ;이창식 옮김,에프엔미디어,300번대,70.4,38.5,85.5,66.9,전국구 베스트셀러 작가(피터 나바로 지음)의 신작입니다. 출판 이력이 있는 출판사(에프엔미디어)입니다.
팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,"지은이: 한스 로슬링,옮긴이: 이창신",김영사,300번대,70.4,38.5,85.6,66.9,전국구 베스트셀러 작가(한스 로슬링)의 신작입니다. 출판 이력이 있는 출판사(김영사)입니다.
(소수몽키의 한 권으로 끝내는) 미국주식 ,소수몽키 지음,길벗,300번대,70.4,38.5,85.6,66.9,전국구 베스트셀러 작가(소수몽키 지음)의 신작입니다. 출판 이력이 있는 출판사(길벗)입니다.
그의 운명에 대한 아주 개인적인 생각 ,지은이: 유시민,아름다운사람들,300번대,70.4,38.5,85.4,66.8,전국구 베스트셀러 작가(유시민)의 신작입니다. 대표 출판사(아름다운사람들)의 수매 신뢰도가 높습니다.
박곰희 연금 부자 수업 :4개의 통장으로 월 300만원 만들기 ,박곰희 지음,인플루엔셜,300번대,70.4,38.5,84.8,66.6,전국구 베스트셀러 작가(박곰희 지음)의 신작입니다. 출판 이력이 있는 출판사(인플루엔셜)입니다.
월급쟁이 부자로 은퇴하라 :월급쟁이에서 100억 자산가로 변신한 '아는 선배'의 시스템 마련법 ,너나위 지음,RHK(알에이치코리아),300번대,70.4,38.5,84.8,66.6,전국구 베스트셀러 작가(너나위 지음)의 신작입니다. 출판 이력이 있는 출판사(RHK(알에이치코리아))입니다.
월급쟁이 부자로 은퇴하라 :3년 만에 30년 치 연봉을 번 김 과장의 시스템 마련법 ,너나위 지음,RHK(알에이치코리아),300번대,70.4,38.5,84.8,66.6,전국구 베스트셀러 작가(너나위 지음)의 신작입니다. 출판 이력이 있는 출판사(RHK(알에이치코리아))입니다.
(한 번 배워서 평생 써먹는) 박곰희 투자법 ,박곰희 지음,인플루엔셜,300번대,70.4,38.5,84.8,66.6,전국구 베스트셀러 작가(박곰희 지음)의 신작입니다. 출판 이력이 있는 출판사(인플루엔셜)입니다.
아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,100번대,62.5,32.6,94.9,66.5,전국구 베스트셀러 작가(제임스 클리어 지음)의 신작입니다. 출판 이력이 있는 출판사(비즈니스북스)입니다.
타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),300번대,70.4,38.5,84.4,66.4,전국구 베스트셀러 작가(팀 페리스 지음)의 신작입니다. 대표 출판사(Tornado(토네이도))의 수매 신뢰도가 높습니다.
거인의 노트 :인생에서 무엇을 보고 어떻게 기록할 것인가 ,김익한 지음,다산북스,300번대,70.4,38.5,84.2,66.4,전국구 베스트셀러 작가(김익한 지음)의 신작입니다. 출판 이력이 있는 출판사(다산북스)입니다.
부자의 언어 :어떻게 살아야 부자가 되는지 묻는 아들에게 ,존 소포릭 지음 ;이한이 옮김,윌북,300번대,70.4,38.5,84.0,66.3,전국구 베스트셀러 작가(존 소포릭 지음)의 신작입니다. 출판 이력이 있는 출판사(윌북)입니다.
위기의 역사 :외환위기부터 인플레이션의 부활까지 경제위기의 생성과 소멸 ,오건영 지음 ;안병현 그림,Page2(페이지2북스),300번대,70.4,38.5,83.9,66.2,전국구 베스트셀러 작가(오건영 지음)의 신작입니다. 출판 이력이 있는 출판사(Page2(페이지2북스))입니다.
일류의 조건 ,지은이: 사이토 다카시 ;옮긴이: 정현,필름,300번대,70.4,38.5,83.8,66.2,전국구 베스트셀러 작가(사이토 다카시)의 신작입니다. 출판 이력이 있는 출판사(필름)입니다.
(열심히 살아봤지만 허무함에 지친 당신을 위한) 김미경의 딥마인드 ,김미경 지음,엠케이유니버스,300번대,70.4,38.5,83.8,66.2,전국구 베스트셀러 작가(김미경 지음)의 신작입니다. 대표 출판사(엠케이유니버스)의 수매 신뢰도가 높습니다.
부의 시나리오 :불확실성을 기회로 만드는 4가지 투자전략 ,오건영 지음,Page2(페이지2북스),300번대,70.4,38.5,83.9,66.2,전국구 베스트셀러 작가(오건영 지음)의 신작입니다. 출판 이력이 있는 출판사(Page2(페이지2북스))입니다.
듀얼 브레인 =AI 시대의 실용적 생존 가이드 /Dual brain ,이선 몰릭 지음 ;신동숙 옮김,상상스퀘어,300번대,70.4,38.5,83.9,66.2,전국구 베스트셀러 작가(이선 몰릭 지음)의 신작입니다. 대표 출판사(상상스퀘어)의 수매 신뢰도가 높습니다.
(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업 ,김미경 지음,엠케이유니버스,300번대,70.4,38.5,83.8,66.2,전국구 베스트셀러 작가(김미경 지음)의 신작입니다. 대표 출판사(엠케이유니버스)의 수매 신뢰도가 높습니다.
"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법 ",요한 하리 지음 ;김하현 옮김,어크로스(어크로스출판그룹),100번대,62.5,32.6,94.2,66.2,전국구 베스트셀러 작가(요한 하리 지음)의 신작입니다. 출판 이력이 있는 출판사(어크로스(어크로스출판그룹))입니다.
"총, 균, 쇠 :인간 사회의 운명을 바꾼 힘 ",지은이: 재레드 다이아몬드 ;옮긴이: 강주헌,김영사,300번대,70.4,38.5,83.8,66.2,전국구 베스트셀러 작가(재레드 다이아몬드)의 신작입니다. 출판 이력이 있는 출판사(김영사)입니다.
단 3개의 미국 ETF로 은퇴하라 :원하는 삶을 앞당기는 돈 자동 사냥 시스템 ,김지훈 지음,웅진씽크빅,300번대,70.4,38.5,83.6,66.1,전국구 베스트셀러 작가(김지훈 지음)의 신작입니다. 출판 이력이 있는 출판사(웅진씽크빅)입니다.
뇌가 멈추기 전에 :서울대학교병원 뇌신경학자의 뇌졸중을 피하고 건강하게 오래 사는 법 ,이승훈 지음,21세기북스,500번대,75.0,54.7,68.0,66.1,대출 실적이 있는 저자(이승훈 지음)입니다. 출판 이력이 있는 출판사(21세기북스)입니다.
불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기 ,지은이: 모건 하우절 ;옮긴이: 이수경,서삼독,300번대,70.4,38.5,83.5,66.1,전국구 베스트셀러 작가(모건 하우절)의 신작입니다. 대표 출판사(서삼독)의 수매 신뢰도가 높습니다.
"돈의 방정식 :돈을 지위와 성공의 기준, 그 이상으로 다루기 위한 21가지 이야기 ",지은이: 모건 하우절 ;옮긴이: 박영준,서삼독,300번대,70.4,38.5,83.5,66.1,전국구 베스트셀러 작가(모건 하우절)의 신작입니다. 대표 출판사(서삼독)의 수매 신뢰도가 높습니다.
가짜 노동 :스스로 만드는 번아웃의 세계 ,"데니스 뇌르마르크,이수영 옮김",자음과모음,300번대,70.4,38.5,83.4,66.0,전국구 베스트셀러 작가(데니스 뇌르마르크)의 신작입니다. 출판 이력이 있는 출판사(자음과모음)입니다.
나는 읽고 쓰고 버린다 :손웅정의 말 ,지은이: 손웅정,난다,600번대,71.0,41.7,80.2,65.9,전국구 베스트셀러 작가(손웅정)의 신작입니다. 대표 출판사(난다)의 수매 신뢰도가 높습니다.
내가 가진 것을 세상이 원하게 하라 :최인아 대표가 축적한 일과 삶의 인사이트 ,최인아 지음,해냄(해냄출판사),300번대,70.4,38.5,83.0,65.9,전국구 베스트셀러 작가(최인아 지음)의 신작입니다. 출판 이력이 있는 출판사(해냄(해냄출판사))입니다.
왜 일하는가 :지금 당신이 가장 뜨겁게 물어야 할 첫 번째 질문 ,지은이: 이나모리 가즈오 ;옮긴이: 김윤경,다산북스,300번대,70.4,38.5,83.0,65.9,전국구 베스트셀러 작가(이나모리 가즈오)의 신작입니다. 출판 이력이 있는 출판사(다산북스)입니다.
나는 노후에 가난하지 않기로 결심했다 :한 달 30만원으로 레벨업하는 ETF 연금저축의 기적 ,서대리 지음,세이지,300번대,70.4,38.5,83.1,65.9,전국구 베스트셀러 작가(서대리 지음)의 신작입니다. 대표 출판사(세이지)의 수매 신뢰도가 높습니다.
(원칙으로 수익 내는) 단타의 기술 =상위 1% 주식 트레이더가 지킨 단 하나의 투자 비법 /Rules of day trading ,원정연 지음,길벗,300번대,70.4,38.5,83.0,65.9,전국구 베스트셀러 작가(원정연 지음)의 신작입니다. 출판 이력이 있는 출판사(길벗)입니다.
미술관에 간 할미 :짧게 읽고 오래 남는 모두의 명화수업 ,할미 지음,길벗,600번대,71.0,41.7,80.1,65.9,전국구 베스트셀러 작가(할미 지음)의 신작입니다. 출판 이력이 있는 출판사(길벗)입니다.
시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals ,저자: 송길영,교보문고,300번대,70.4,38.5,82.7,65.8,전국구 베스트셀러 작가(송길영)의 신작입니다. 출판 이력이 있는 출판사(교보문고)입니다.
"배당투자, 나는 50에 은퇴했다 :평생 월 1,000만 원씩 받아내는 '배당주' 입장권 ",쭈압 지음,체인지업(체인지업북스),300번대,70.4,38.5,82.9,65.8,전국구 베스트셀러 작가(쭈압 지음)의 신작입니다. 출판 이력이 있는 출판사(체인지업(체인지업북스))입니다.
(유목민의) 투자의 정석 ,유목민 지음,웅진씽크빅,300번대,70.4,38.5,82.9,65.8,전국구 베스트셀러 작가(유목민 지음)의 신작입니다. 출판 이력이 있는 출판사(웅진씽크빅)입니다.
시대예보 :호명사회 =Forecast of the times : nominative society ,저자: 송길영,교보문고,300번대,70.4,38.5,82.7,65.8,전국구 베스트셀러 작가(송길영)의 신작입니다. 출판 이력이 있는 출판사(교보문고)입니다.
시대예보 :경량문명의 탄생 =Forecast of the times : the rise of lightweight civilization ,저자: 송길영,교보문고,300번대,70.4,38.5,82.7,65.8,전국구 베스트셀러 작가(송길영)의 신작입니다. 출판 이력이 있는 출판사(교보문고)입니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
"가난한 아이들은 어떻게 어른이 되는가 :빈곤과 청소년, 10년의 기록 ",강지나 지음,돌베개,300번대,70.4,38.5,82.5,65.7,전국구 베스트셀러 작가(강지나 지음)의 신작입니다. 출판 이력이 있는 출판사(돌베개)입니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
돈 공부를 시작하고 인생의 불안이 사라졌다 :믿는 구석 없는 우리를 위한 매운맛 재테크 멘탈 수업 ,할미언니 지음,필름,300번대,70.4,38.5,82.5,65.7,전국구 베스트셀러 작가(할미언니 지음)의 신작입니다. 출판 이력이 있는 출판사(필름)입니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,200번대,75.0,27.8,87.2,65.7,전국구 베스트셀러 작가(최설희)의 신작입니다. 대표 출판사(미래엔)의 수매 신뢰도가 높습니다.
인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학 ,김성근 지음,다산북스,600번대,71.0,41.7,79.5,65.6,대출 실적이 있는 저자(김성근 지음)입니다. 출판 이력이 있는 출판사(다산북스)입니다.
유연함의 힘 :유연함으로 쓰는 새로운 성장 공식 ,수잔 애쉬포드 지음 ;김정혜 옮김,상상스퀘어,300번대,70.4,38.5,82.4,65.6,전국구 베스트셀러 작가(수잔 애쉬포드 지음)의 신작입니다. 대표 출판사(상상스퀘어)의 수매 신뢰도가 높습니다.
부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,300번대,70.4,38.5,82.4,65.6,전국구 베스트셀러 작가(엠제이 드마코 지음)의 신작입니다. 대표 출판사(북새통)의 수매 신뢰도가 높습니다.
나는 나의 스무 살을 가장 존중한다 ,이하영 지음,토네이도미디어그룹,300번대,70.4,38.5,82.3,65.6,전국구 베스트셀러 작가(이하영 지음)의 신작입니다. 출판 이력이 있는 출판사(토네이도미디어그룹)입니다.
별별 직업 상담소 ,요시타케 신스케 글·그림 ;권남희 옮김,김영사,300번대,70.4,38.5,82.3,65.6,전국구 베스트셀러 작가(요시타케 신스케 글·권남희 옮김)의 신작입니다. 출판 이력이 있는 출판사(김영사)입니다.
부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,300번대,70.4,38.5,82.4,65.6,전국구 베스트셀러 작가(엠제이 드마코 지음)의 신작입니다. 대표 출판사(북새통)의 수매 신뢰도가 높습니다.
일론 머스크 ,월터 아이작슨 지음 ;안진환 옮김,21세기북스(북이십일 21세기북스),300번대,70.4,38.5,82.2,65.6,전국구 베스트셀러 작가(월터 아이작슨 지음)의 신작입니다. 출판 이력이 있는 출판사(21세기북스(북이십일 21세기북스))입니다.
마법의 푸드 트럭 ,박민희 글 ;안병현 그림,라곰스쿨,300번대,70.4,38.5,82.3,65.6,전국구 베스트셀러 작가(박민희 안병현 그림)의 신작입니다. 대표 출판사(라곰스쿨)의 수매 신뢰도가 높습니다.
더 해빙 =부와 행운을 끌어당기는 힘 /The having ,"이서윤,홍주연 지음",수오서재,300번대,70.4,38.5,82.2,65.6,전국구 베스트셀러 작가(이서윤)의 신작입니다. 출판 이력이 있는 출판사(수오서재)입니다.
"지리의 힘 :지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가 ",지은이: 팀 마샬 ;옮긴이: 김미선,사이,300번대,70.4,38.5,82.1,65.5,전국구 베스트셀러 작가(팀 마샬)의 신작입니다. 대표 출판사(사이)의 수매 신뢰도가 높습니다.
"경험의 멸종 :기술이 경험을 대체하는 시대, 인간은 계속 인간일 수 있을까 ",크리스틴 로젠 지음 ;이영래 옮김,어크로스(어크로스출판그룹),300번대,70.4,38.5,81.9,65.4,전국구 베스트셀러 작가(크리스틴 로젠 지음)의 신작입니다. 출판 이력이 있는 출판사(어크로스(어크로스출판그룹))입니다.
환율의 대전환 :경제 질서의 변곡점에서 글로벌 통화의 미래를 말하다 ,오건영 지음,콘텐츠그룹 포레스트,300번대,70.4,38.5,81.9,65.4,전국구 베스트셀러 작가(오건영 지음)의 신작입니다. 출판 이력이 있는 출판사(콘텐츠그룹 포레스트)입니다.
기적의 서울대 쌍둥이 공부법 :최상위권으로 올라서는 일대일 맞춤 공부 전략 ,"여호원,여호용 지음",다산북스,300번대,70.4,38.5,81.7,65.4,전국구 베스트셀러 작가(여호원)의 신작입니다. 출판 이력이 있는 출판사(다산북스)입니다.
나는 ETF로 돈 되는 곳에 투자한다 :시장의 주인공을 찾아 만드는 나만의 ETF 포트폴리오 ,김수정 지음,사이다경제,300번대,70.4,38.5,81.7,65.4,전국구 베스트셀러 작가(김수정 지음)의 신작입니다. 출판 이력이 있는 출판사(사이다경제)입니다.
물질의 세계 :6가지 물질이 그려내는 인류 문명의 대서사시 ,에드 콘웨이 지음 ;이종인 옮김,인플루엔셜,300번대,70.4,38.5,81.9,65.4,전국구 베스트셀러 작가(에드 콘웨이 지음)의 신작입니다. 출판 이력이 있는 출판사(인플루엔셜)입니다.
부의 삼각형 =170만 원 월급쟁이에서 순자산 20억 투자가로 사는 비법 /Money triangle ,권은진 지음,Booksgo(북스고),300번대,70.4,38.5,81.9,65.4,전국구 베스트셀러 작가(권은진 지음)의 신작입니다. 대표 출판사(Booksgo(북스고))의 수매 신뢰도가 높습니다.
먼저 온 미래 :AI 이후의 세계를 경험한 사람들 ,장강명 지음,동아시아,300번대,70.4,38.5,81.7,65.4,전국구 베스트셀러 작가(장강명 지음)의 신작입니다. 출판 이력이 있는 출판사(동아시아)입니다.
부자의 그릇 :돈을 다루는 능력을 키우는 법 ,이즈미 마사토 지음 ;김윤수 옮김,다산북스,300번대,70.4,38.5,81.6,65.3,전국구 베스트셀러 작가(이즈미 마사토 지음)의 신작입니다. 출판 이력이 있는 출판사(다산북스)입니다.
부자의 그릇 :남을 위해 돈 쓰는 능력을 키우는 법 ,이즈미 마사토 지음 ;김윤수 옮김,다산북스,300번대,70.4,38.5,81.6,65.3,전국구 베스트셀러 작가(이즈미 마사토 지음)의 신작입니다. 출판 이력이 있는 출판사(다산북스)입니다.
선량한 차별주의자 ,김지혜 지음,창비,300번대,70.4,38.5,81.6,65.3,전국구 베스트셀러 작가(김지혜 지음)의 신작입니다. 출판 이력이 있는 출판사(창비)입니다.
"넥서스 :석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사 ",지은이: 유발 하라리 ;옮긴이: 김명주,김영사,300번대,70.4,38.5,81.3,65.2,전국구 베스트셀러 작가(유발 하라리)의 신작입니다. 출판 이력이 있는 출판사(김영사)입니다.
트렌드 코리아 2026 :2026 대한민국 소비트렌드 전망 ,"지은이: 김난도,김나은",미래의창,300번대,70.4,38.5,81.1,65.1,전국구 베스트셀러 작가(김난도)의 신작입니다. 출판 이력이 있는 출판사(미래의창)입니다.
