도서명,저자,출판사,장르(KDC),1순위_장르보정점수,2순위_지역특화점수,3순위_AI체급점수,🔥최종종합점수,AI분석소평
트렌드 코리아 2025 :2025 대한민국 소비트렌드 전망 ,"지은이: 김난도,전다현",미래의창,300번대,70.4,38.5,81.1,65.1,전국구 베스트셀러 작가(김난도)의 신작입니다. 출판 이력이 있는 출판사(미래의창)입니다.
(돈도 마음도 낭비 없이 나만의 행복을 버는) 저소비 생활 ,가제노타미 지음 ;정지영 옮김,RHK(알에이치코리아),300번대,70.4,38.5,81.0,65.1,전국구 베스트셀러 작가(가제노타미 지음)의 신작입니다. 출판 이력이 있는 출판사(RHK(알에이치코리아))입니다.
트렌드 코리아 2024 :청룡을 타고 비상하는 2024를 기원하며! ,"지은이: 김난도,전다현",미래의창,300번대,70.4,38.5,81.1,65.1,전국구 베스트셀러 작가(김난도)의 신작입니다. 출판 이력이 있는 출판사(미래의창)입니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그릿 =흔들리지 않고 무엇이든 해내는 마음근력 /GRIT ,지은이: 김주환,인플루엔셜,300번대,70.4,38.5,80.9,65.0,전국구 베스트셀러 작가(김주환)의 신작입니다. 출판 이력이 있는 출판사(인플루엔셜)입니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(라오어의) 미국주식 무한매수법 :레버리지가 아니면 평범한 인생을 바꿀 수 없다 ,라오어 지음,시공사,300번대,70.4,38.5,80.7,65.0,전국구 베스트셀러 작가(라오어 지음)의 신작입니다. 출판 이력이 있는 출판사(시공사)입니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(설민석의) 그리스 로마 신화 대모험,"글: 설민석,스튜디오 담",Dankkum i(단꿈아이),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(설민석)의 신작입니다. 대표 출판사(Dankkum i(단꿈아이))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
(게으르게 투자하고 확실하게 수익 내는) 나의 첫 ETF 포트폴리오 ,송민섭 지음,Tornado(토네이도미디어그룹),300번대,70.4,38.5,80.7,65.0,전국구 베스트셀러 작가(송민섭 지음)의 신작입니다. 대표 출판사(Tornado(토네이도미디어그룹))의 수매 신뢰도가 높습니다.
그리스 로마 신화,"글: 김민희,정보 글: 강대진",아울북(북이십일 아울북),200번대,75.0,27.8,85.5,65.0,전국구 베스트셀러 작가(김민희)의 신작입니다. 대표 출판사(아울북(북이십일 아울북))의 수매 신뢰도가 높습니다.
